id,content,date,retweets,favorites,mentions,hashtags,,,,,,,
1.24847E+18,Thank you Frank. It’s ABC Fake News. They knew they were wrong when they went with this Hoax of a story!https://twitter.com/FrankLuntz/status/1248068266997600258 �?2020-04-09 23:56:21,18093,64650,,,,,,,,,,
1.24848E+18,Tim Scott is Great!https://twitter.com/SenatorTimScott/status/1248257971374653440 �?2020-04-09 23:57:58,10252,39362,,,,,,,,,,
1.24857E+18,"This week, in only 4 days, we had the biggest Stock Market increase since 1974. We have a great chance for the really big bounce when the Invisible Enemy is gone!",2020/4/10 6:30,34779,212999,,,,,,,,,
1.24857E+18,"Democrats are blocking a 251 Billion Dollar funding boost for Small Businesses which will help them keep their employees. It should be for only that reason, with no additions. We should have a big Infrastructure Phase Four with Payroll Tax Cuts & more. Big Economic Bounceback!",2020/4/10 6:32,30497,111010,,,,,,,,,
1.24858E+18,"Congress must go back to DEDUCTIBILITY by businesses if Restaurants, Clubs & Entertaiment is expected to flourish (like never before)!",2020/4/10 6:48,15643,73305,,,,,,,,,
1.24859E+18,"Not good Gregg, but it is what it is. Have to save the airlines!https://twitter.com/GreggJarrett/status/1248334758817521667 �?,2020-04-10 07:36:15,9697,43398,,
1248615335139262470,https://twitter.com/realDonaldTrump/status/1248615335139262470,Wow"," Approval Rating in the Republican Party - 96%. Thank you!""",2020/4/10 9:14,30277,213705,,,,,,,,
1.24862E+18,HAPPY GOOD FRIDAY TO ALL!,2020/4/10 9:32,49297,393400,,,,,,,,,
1.24862E+18,"The White House Press Conference will take place today at 1:00 P.M., recognizing that it is Good Friday!",2020/4/10 9:35,15747,82270,,,,,,,,,
1.24862E+18,"Because the T.V. Ratings for the White House News Conference’s are the highest, the Opposition Party (Lamestream Media), the Radical Left, Do Nothing Democrats &, of course, the few remaining RINO’S, are doing everything in their power to disparage & end them. The People’s Voice!",2020/4/10 9:36,25006,109678,,,,,,,,,
1.24863E+18,The Invisible Enemy will soon be in full retreat!,2020/4/10 10:15,75519,435397,,,,,,,,,
1.24864E+18,"Nobody wants to say that if Elizabeth Warren gets out of the race before Super Tuesday, Crazy Bernie Sanders wins virtually every state in a blowout...NOT EVEN CLOSE! I haven’t heard one member of the Fake News Establishment even mention this irrefutable fact. FAKE NEWS!",2020/4/10 10:42,22117,115961,,,,,,,,,
1.24865E+18,pic.twitter.com/HGD0GHUOjt,2020/4/10 11:44,24575,94306,,,,,,,,,
1.249E+18,"“Trump did a deal with Japan. A lot of our product goes to Japan, and we are booming in North Dakota.�?Jim on C Span, Washington Journal. Our Trade Deals will be having a big impact on our Country as they kick in!",2020/4/11 11:01,23513,120478,,,,,,,,,
1.24904E+18,"“I think the situation is unprecedented, and there is no question about that. It’s whiplash! The economy was moving forward at a rapid pace in terms of growth, jobs and even wage increases, and all of a sudden the pandemic hit and the....",2020/4/11 13:33,19090,96433,,,,,,,,,
1.24904E+18,"....economy was shuttered. This is unprecedented, it is unsettling and challenging but, we will rise to meet the occasion.�?MACK MCLARTY, Clinton White House Chief of Staff. @ LelandVittert @ FoxNews Thank you Mack. We will be bigger, better and stronger than ever before!",2020/4/11 13:33,14223,70075,"@LelandVittert,@FoxNews",,,,,,,,
1.24905E+18,"When the Failing @ nytimes or Amazon @ washingtonpost writes a story saying “unnamed sources said�? or any such phrase where a person’s name is not used, don’t believe them. Most of these unnamed sources don’t exist. They are made up to defame & disparage. They have no “source�?..",2020/4/11 13:43,31158,118322,"@nytimes,@washingtonpost",,,,,,,,
1.24905E+18,....Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media. Very seldom. The unnamed or anonymous sources are almost always FAKE NEWS.,2020/4/11 13:47,28470,135949,,,,,,,,,
1.24905E+18,WE WILL BUILD IT AGAIN!,2020/4/11 13:53,60196,430153,,,,,,,,,
1.24908E+18,"Wishing all a safe and blessed Easter Sunday. I will be tuning into Pastor @ robertjeffress at http://firstdallas.org/liveworship Church in Dallas, Texas tomorrow morning at 10:20 AM Eastern.https://twitter.com/robertjeffress/status/1248418249856827395 �?,2020-04-11 16:08:43,13564,54343,@robertjeffress,
1249089038499426304,https://twitter.com/realDonaldTrump/status/1249089038499426304,Great editorial by @ SenRonJohnson!https://www.wsj.com/articles/russian-disinformation-fed-the-fbis-trump-investigation-11586548963 �?2020-04-11 16:36:48,11202,36486,@SenRonJohnson,
1249092100236460033,https://twitter.com/realDonaldTrump/status/1249092100236460033,“The President and the Federal Government are doing an excellent job. When they say the death toll isn’t going to be as high as reported", they (the opposition) act like they’re sad because it’s lower. I think they are (Press Conferences) wonderful.�?West Virginia Resident," C Span""",2020/4/11 16:48,18563,92699,,,,,,,
1.24909E+18,"Watching @ FoxNews on weekend afternoons is a total waste of time. We now have some great alternatives, like @ OANN.",2020/4/11 16:53,33970,137205,"@FoxNews,@OANN",,,,,,,,
1.2491E+18,"The Wall Street Journal Editorial Board doesn’t have a clue on how to fight and win. Their views on Tariffs & Trade are losers for the U.S., but winners for other countries, including China. If we followed their standards, we’d have no Country left. They should love Sleepy Joe!",2020/4/11 17:35,16757,72210,,,,,,,,,
1.2491E+18,I will be watching. HAVE A GREAT EASTER!https://twitter.com/robertjeffress/status/1248418249856827395 �?2020-04-11 17:38:29,11273,47047,,,,,,,,,,
1.24912E+18,"Governor @ GavinNewsom of California has been very nice & highly supportive about the great job we have done, working together, for California. That is the good news, but this is the bad. He is unfairly under attack by the Radical Left Dems, MSDNC etc. He is strong! Will he fold?",2020/4/11 18:28,16705,78576,@GavinNewsom,,,,,,,,
1.24912E+18,"So now the Fake News @ nytimes is tracing the CoronaVirus origins back to Europe, NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs, and obviously want back in. Sad!",2020/4/11 18:34,42014,172107,@nytimes,,,,,,,,
1.24912E+18,Will be interviewed by @ JudgeJeanine tonight at 9:00 P.M. Eastern on @ FoxNews!https://twitter.com/JudgeJeanine/status/1248789702007836672 �?2020-04-11 18:51:58,8305,36417,"@JudgeJeanine,@FoxNews",,,,,,,,,
1.24913E+18,Mail in ballots substantially increases the risk of crime and VOTER FRAUD!,2020/4/11 19:29,41070,204056,,,,,,,,,
1.24914E+18,Cryin’Chuck doesn’t have a clue. Couldn’t care less about the American Worker!https://twitter.com/RepMarkGreen/status/1248679719521878016 �?2020-04-11 19:40:20,19581,65306,,,,,,,,,,
1.24914E+18,pic.twitter.com/b3fwPSkSCF,2020/4/11 20:18,15257,59047,,,,,,,,,
1.24931E+18,HAPPY EASTER!pic.twitter.com/UX5Bhm82H2,2020/4/12 7:06,51645,266858,,,,,,,,,
1.24934E+18,"A very good sign is that empty hospital beds are becoming more and more prevalent. We deployed 418 Doctors, Nurses and Respiratory Therapists from the hospital ship Comfort and the Javits Convention Center to hospitals in NYC & State. Have more bed capacity than was needed. Good!",2020/4/12 9:21,31123,167202,,,,,,,,,
1.24934E+18,HAPPY EASTER!,2020/4/12 9:21,60858,528278,,,,,,,,,
1.24937E+18,"Great businessman & philanthropist Bernie Marcus, Co-Founder of Home Depot, said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer",2020/4/12 11:14,30942,142235,,,,,,,,,
1.24937E+18,pic.twitter.com/wwjRRx4W0P,2020/4/12 11:22,13014,43022,,,,,,,,,
1.24937E+18,pic.twitter.com/ZawRDjsldB,2020/4/12 11:23,9521,29339,,,,,,,,,
1.24937E+18,pic.twitter.com/VfrOSwXoqU,2020/4/12 11:23,14865,46527,,,,,,,,,
1.24942E+18,"For the first time in history there is a fully signed Presidential Disaster Declaration for all 50 States. We are winning, and will win, the war on the Invisible Enemy!",2020/4/12 14:25,41500,238415,,,,,,,,,
1.24942E+18,The big Oil Deal with OPEC Plus is done. This will save hundreds of thousands of energy jobs in the United States. I would like to thank and congratulate President Putin of Russia and King Salman of Saudi Arabia. I just spoke to them from the Oval Office. Great deal for all!,2020/4/12 14:40,38999,162572,,,,,,,,,
1.24942E+18,"Just watched Mike Wallace wannabe, Chris Wallace, on @ FoxNews. I am now convinced that he is even worse than Sleepy Eyes Chuck Todd of Meet the Press(please!), or the people over at Deface the Nation. What the hell is happening to @ FoxNews. It’s a whole new ballgame over there!",2020/4/12 14:49,29669,121334,"@FoxNews,@FoxNews",,,,,,,,
1.24944E+18,"If the Fake News Opposition Party is pushing, with all their might, the fact that President Trump “ignored early warnings about the threat,�?then why did Media & Dems viciously criticize me when I instituted a Travel Ban on China? They said “early & not necessary.�?Corrupt Media!",2020/4/12 15:43,48926,200362,,,,,,,,,
1.24945E+18,"The Opposition Party (Lamestream Media) and their partner, the Radical Left, Do Nothing Democrats, have put their political game plan in full swing. “Whether he is right or wrong, it doesn’t matter. Criticize ’Trump�?for everything, and don’t let the public see Biden. Hide him.�?,2020-04-12 16:33:34,28893,111310,,
1249453028178001920,https://twitter.com/realDonaldTrump/status/1249453028178001920,Governors", get your states testing programs & apparatus perfected. Be ready, big things are happening. No excuses! The Federal Government is there to help. We are testing more than any country in the World. Also," gear up with Face Masks!""",2020/4/12 16:43,34749,156673,,,,,,
1.24946E+18,Fake News!https://twitter.com/JordanSchachtel/status/1247163898584760320 �?2020-04-12 17:21:49,16113,62136,,,,,,,,,,
1.24947E+18,"Sorry Fake News, it’s all on tape. I banned China long before people spoke up. Thank you @ OANNhttps://twitter.com/DeAnna4Congress/status/1249457858686656512 �?,2020-04-12 17:51:33,36182,115366,@OANNhttps,
1249489574184747008,https://twitter.com/realDonaldTrump/status/1249489574184747008,Great going Natalie!https://twitter.com/NatalieJHarp/status/1144763093827739648 �?2020-04-12 19:08:23,19887,76542,,
1249497171403120642,https://twitter.com/realDonaldTrump/status/1249497171403120642,I look forward to it also!https://twitter.com/ScottPresler/status/1247940005202464768 �?2020-04-12 19:38:34,20064,104889,,
1249499469202292741,https://twitter.com/realDonaldTrump/status/1249499469202292741,Thank you!https://twitter.com/PlaysTrumpCard/status/1166792741445079041 �?2020-04-12 19:47:42,17486,82731,,
1249500443782320129,https://twitter.com/realDonaldTrump/status/1249500443782320129,Thank you Paris!https://twitter.com/GOPChairwoman/status/1249484047933476864 �?2020-04-12 19:51:35,11680,56193,,
1249506799532867585,https://twitter.com/realDonaldTrump/status/1249506799532867585,I am working hard to expose the corruption and dishonesty in the Lamestream Media. That part is easy"," the hard part is WHY?""",2020/4/12 20:16,72688,391251,,,,,,,,
1.24952E+18,"The @ nytimes story is a Fake, just like the “paper�?itself. I was criticized for moving too fast when I issued the China Ban, long before most others wanted to do so. @ SecAzar told me nothing until later, and Peter Navarro memo was same as Ban (see his statements). Fake News!",2020/4/12 21:08,28971,124047,"@nytimes,@SecAzar",,,,,,,,
1.24969E+18,"Having been involved in the negotiations, to put it mildly, the number that OPEC+ is looking to cut is 20 Million Barrels a day, not the 10 Million that is generally being reported. If anything near this happens, and the World gets back to business from the Covid 19.....",2020/4/13 8:31,22992,110671,,,,,,,,,
1.24969E+18,"....disaster, the Energy Industry will be strong again, far faster than currently anticipated. Thank you to all of those who worked with me on getting this very big business back on track, in particular Russia and Saudi Arabia.",2020/4/13 8:31,16784,82647,,,,,,,,,
1.24971E+18,"For the purpose of creating conflict and confusion, some in the Fake News Media are saying that it is the Governors decision to open up the states, not that of the President of the United States & the Federal Government. Let it be fully understood that this is incorrect....",2020/4/13 9:53,35451,156386,,,,,,,,,
1.24971E+18,"....It is the decision of the President, and for many good reasons. With that being said, the Administration and I are working closely with the Governors, and this will continue. A decision by me, in conjunction with the Governors and input from others, will be made shortly!",2020/4/13 9:53,24716,110745,,,,,,,,,
1.24978E+18,White House news conference today at 5:00 P.M. Eastern. Thank you!,2020/4/13 14:30,20695,141022,,,,,,,,,
1.2498E+18,"First the Fake News Media said that it’s not fair for the President of the United States to be giving news conferences, but it is the only way I can reach the American People, as seen in the below poll.pic.twitter.com/xP2rqjqtaf",2020/4/13 15:31,27811,114989,,,,,,,,,
1.24981E+18,"My deepest sympathies go out to Frieda Chera and the family of the late, great, Stanley Chera, one of Manhattan’s most brilliant real estate minds. Stanley was charitable, kind, and a wonderful friend. He will be truly missed!",2020/4/13 16:14,17093,115512,,,,,,,,,
1.24986E+18,pic.twitter.com/6fEymjTjUM,2020/4/13 19:32,54006,156967,,,,,,,,,
1.24988E+18,pic.twitter.com/NOAE5Q6QxH,2020/4/13 21:08,33315,132466,,,,,,,,,
1.24989E+18,pic.twitter.com/ImJ7W5MACi,2020/4/13 21:27,19492,69672,,,,,,,,,
1.24989E+18,pic.twitter.com/DRVhpMCuAx,2020/4/13 21:33,22857,78970,,,,,,,,,
1.25006E+18,The Democrats don’t want to approve more money for our great workers under the incredibly successful “Paycheck�?plan. Replenish Account Now!,2020/4/14 8:40,30885,128883,,,,,,,,,
1.25006E+18,"Cuomo’s been calling daily, even hourly, begging for everything, most of which should have been the state’s responsibility, such as new hospitals, beds, ventilators, etc. I got it all done for him, and everyone else, and now he seems to want Independence! That won’t happen!",2020/4/14 9:07,37128,193016,,,,,,,,,
1.25007E+18,"GET RID OF BALLOT HARVESTING, IT IS RAMPANT WITH FRAUD. THE USA MUST HAVE VOTER I.D., THE ONLY WAY TO GET AN HONEST COUNT!",2020/4/14 9:24,67849,280648,,,,,,,,,
1.25008E+18,"Tell the Democrat Governors that “Mutiny On The Bounty�?was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch, especially when the mutineers need so much from the Captain. Too easy!",2020/4/14 9:57,37102,158476,,,,,,,,,
1.25009E+18,My Administration is committed to protecting the Homeland from the scourge of narco-terrorists and traffickers seeking to destabilize the United States and our Hemisphere. Our military deployments in the Caribbean & Eastern Pacific will endure until these threats are neutralized!https://twitter.com/USCGPacificSW/status/1249761305084350465 �?2020-04-14 10:49:52,31371,112013,,,,,,,,,,
1.25017E+18,White House news conference today at 5:45 P.M. Eastern. Thank you!,2020/4/14 16:21,16354,125862,,,,,,,,,
1.2502E+18,pic.twitter.com/KRxBA0OjpX,2020/4/14 18:25,15773,79570,,,,,,,,,
1.25022E+18,“The Art of an Oil Deal”https://www.wsj.com/articles/the-art-of-an-oil-deal-11586819335 �?2020-04-14 19:45:11,20240,84549,,,,,,,,,,
1.25045E+18,"Our GREAT Senator from South Carolina, @ SenatorTimScott just released a fantastic new book, “OPPORTUNITY KNOCKS: How Hard Work, Community, and Business Can Improve Lives and End Poverty.�?Get your copy today!pic.twitter.com/fmSYMijfgm",2020/4/15 10:37,14249,55176,@SenatorTimScott,,,,,,,,
1.25045E+18,# ThanksForDelivering @ UPS!https://twitter.com/UPS/status/1250219565356912641 �?2020-04-15 10:39:58,18136,88988,@UPS,,,,,,,,,
1.25045E+18,"My condolences to the Steinbrenner family, and the entire @ Yankees Organization, on the passing of Hank Steinbrenner. He was a friend and will be missed greatly by all!https://twitter.com/Yankees/status/1250151661986811905 �?,2020-04-15 10:48:05,11527,62970,@Yankees,
1250499831132573699,https://twitter.com/realDonaldTrump/status/1250499831132573699,We are having very productive calls with the leaders of every sector of the economy who are all-in on getting America back to work"," and soon. More to come! # MAGA""",2020/4/15 14:02,33444,192460,,#MAGA,,,,,,
1.25053E+18,White House news conference today at 5:30 P.M. Eastern. Thank you!,2020/4/15 15:49,16010,120571,,,,,,,,,
1.25077E+18,". @ OANN Poll “Gives President Trump a 52% Approval Rating in North Carolina, and a seven point lead over (Sleepy) Joe Biden. The President also helps other Republican Candidates, including @ SenThomTillis, who has a 4% lead over his Democrat rival.�?,2020-04-16 08:12:40,23262,107101,@OANN","@SenThomTillis""",,,,,,,,,,,
1.25078E+18,"Crazy “Nancy Pelosi, you are a weak person. You are a poor leader. You are the reason America hates career politicians, like yourself.�?@ seanhannity She is totally incompetent & controlled by the Radical Left, a weak and pathetic puppet. Come back to Washington and do your job!",2020/4/16 8:33,68624,289644,@seanhannity,,,,,,,,
1.25083E+18,Democrats are blocking additional funding for the popular Paycheck Protection Program. They are killing American small businesses. Stop playing politics Dems! Support Refilling PPP NOW �?it is out of funds!,2020/4/16 12:11,46721,170660,,,,,,,,,
1.25085E+18,"Major News Conference tonight, the White House at 6:00 P.M. (Eastern), to explain Guidelines for OPENING UP AMERICA AGAIN!",2020/4/16 13:18,37097,175390,,,,,,,,,
1.25085E+18,"Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement, she is responsible for many deaths. She’s an incompetent, third-rate politician!pic.twitter.com/uWNI7DCG3o",2020/4/16 13:24,97684,267831,,,,,,,,,
1.25093E+18,https://www.whitehouse.gov/openingamerica/,2020/4/16 18:24,35463,140421,,,,,,,,,
1.25097E+18,THANK GOD FOR TRUCKERS!pic.twitter.com/PNLPAkhNUK,2020/4/16 21:05,44820,233401,,,,,,,,,
1.25114E+18,Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....,2020/4/17 8:20,86796,309040,,,,,,,,,
1.25114E+18,"....in January and February, as the Virus spread globally? Why did the W.H.O. wait as long as it did to take decisive action? Lanhee Chen, Hoover Institution Fellow @ FoxNews",2020/4/17 8:20,29531,117636,@FoxNews,,,,,,,,
1.25115E+18,"Today people started losing their jobs because of Crazy Nancy Pelosi, Cryin�?Chuck Schumer, and the Radical Left, Do Nothing Democrats, who should immediately come back to Washington and approve legislation to help families in America. End your ENDLESS VACATION!",2020/4/17 8:50,52209,189337,,,,,,,,,
1.25117E+18,LIBERATE MINNESOTA!,2020/4/17 10:21,37900,173717,,,,,,,,,
1.25117E+18,LIBERATE MICHIGAN!,2020/4/17 10:22,41798,206928,,,,,,,,,
1.25117E+18,"LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege!",2020/4/17 10:25,45748,192289,,,,,,,,,
1.25118E+18,"Governor Cuomo should spend more time “doing�?and less time “complaining�? Get out there and get the job done. Stop talking! We built you thousands of hospital beds that you didn’t need or use, gave large numbers of Ventilators that you should have had, and helped you with....",2020/4/17 11:11,31866,140282,,,,,,,,,
1.25118E+18,"....testing that you should be doing. We have given New York far more money, help and equipment than any other state, by far, & these great men & women who did the job never hear you say thanks. Your numbers are not good. Less talk and more action!",2020/4/17 11:11,21032,94691,,,,,,,,,
1.25119E+18,"Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing!",2020/4/17 11:25,30892,122417,,,,,,,,,
1.25119E+18,"China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S., not even close!",2020/4/17 11:30,60310,266364,,,,,,,,,
1.25119E+18,The States have to step up their TESTING!,2020/4/17 11:32,23064,137171,,,,,,,,,
1.25119E+18,"Cuomo ridiculously wanted �?0 thousand Ventilators�? We gave him a small fraction of that number, and it was plenty. State should have had them in stockpile!",2020/4/17 12:00,25408,125678,,,,,,,,,
1.25123E+18,White House news conference today at 6:00 P.M. Eastern. Thank you!,2020/4/17 14:33,17880,103542,,,,,,,,,
1.25135E+18,They are Fake News Losers!https://twitter.com/PressSec/status/1251279922703880195 �?2020-04-17 22:35:10,16946,68526,,,,,,,,,,
1.25135E+18,Great book. Get it and support Charlie!https://twitter.com/charliekirk11/status/1225159300089143296 �?2020-04-17 22:38:07,10758,45782,,,,,,,,,,
1.25135E+18,Cut him off now!https://twitter.com/charliekirk11/status/1251277812931031040 �?2020-04-17 22:40:31,42069,129698,,,,,,,,,,
1.25136E+18,Lamestream Media is only getting worse!https://twitter.com/charliekirk11/status/1251251149719564288 �?2020-04-17 22:42:23,13858,48882,,,,,,,,,,
1.25136E+18,This is a disgraceful situation!https://twitter.com/charliekirk11/status/1250917695622483968 �?2020-04-17 22:47:48,30447,98888,,,,,,,,,,
1.25136E+18,An incompetent political hack! Come back to Washington & take care of our great American workers.https://twitter.com/charliekirk11/status/1250895031826657280 �?2020-04-17 22:50:31,38714,118862,,,,,,,,,,
1.25154E+18,"Spending the morning speaking to @ fema and Military relative to CoronaVirus. Also, spoke to leaders of various countries including Poland, South Korea and Bahrain. Last night had a very gold conversation with the President of Mexico on numerous topics. Border is very strong!",2020/4/18 10:51,16194,78296,@fema,,,,,,,,
1.25155E+18,John James will be a GREAT Senator for Michigan!https://twitter.com/JohnJamesMI/status/1251507579454357507 �?2020-04-18 11:32:07,13687,50071,,,,,,,,,,
1.25155E+18,"Really nice to see this and, what a great pick!https://twitter.com/Lj_era8/status/1251519959945134081 �?,2020-04-18 11:37:54,14223,94462,,
1251552150024589312,https://twitter.com/realDonaldTrump/status/1251552150024589312,I will be having a White House Press Conference today at 5:00 P.M. Thank you!,2020-04-18 11:44:19,19996,127973,,
1251556482379890688,https://twitter.com/realDonaldTrump/status/1251556482379890688,Thank you @ Honeywell", great job!https://twitter.com/honeywell/status/1251222267578761222 �?,2020/4/18 12:01,14388,60130,@Honeywell,,,,,,,
1.25156E+18,"Great news, thank you!https://twitter.com/GM/status/1251200015508344832 �?,2020-04-18 12:05:13,15787,69826,,
1251561224120254464,https://twitter.com/realDonaldTrump/status/1251561224120254464,No matter what you do for the Do Nothing Democrats", no matter how GREAT a job you are doing, they will only respond to their Fake partners in the Lamestream Media in the negative, even in a time of crisis. I thought it would be different, but it’s not. In fact," it’s even worse...""",2020/4/18 12:20,36626,163955,,,,
1.25156E+18,"....Example! V.P. Mike Pence held a conference call yesterday with all Democrat Senators. He gave them everything that they would have wanted to hear in terms of gaining ground on the CoronaVirus, but nothing that anyone could have said, including “it’s over�? could have made....",2020/4/18 12:20,15610,67324,,,,,,,,,
1.25156E+18,"....them happy, or even a little bit satisfied. They were RUDE and NASTY. This is their political playbook, and they will use it right up to the election on November 3rd. They will not change because they feel that this is the only way they can win. America will not be fooled!!!",2020/4/18 12:20,19471,82865,,,,,,,,,
1.25158E+18,"The most often used phrase in the Lamestream Media, by far, is “sources say�? or “officials who spoke on the condition of anonymity�? or anything similar which allows Fake News to make up a phony quote from a person who doesn’t even exist. The American people should demand NAMES!",2020/4/18 13:22,40768,174151,,,,,,,,,
1.25159E+18,"I gave up on Drudge (a really nice guy) long ago, as have many others. People are dropping off like flies!https://twitter.com/paulsperry_/status/1250251792287399939 �?,2020-04-18 14:03:09,15672,58512,,
1251589681428520960,https://twitter.com/realDonaldTrump/status/1251589681428520960,China wants Sleepy Joe sooo badly. They want all of those billions of dollars that they have been paying to the U.S. back", and much more. Joe is an easy mark, their DREAM CANDIDATE!https://twitter.com/BryanDeanWright/status/1250921172092497923 �?,2020/4/18 14:13,33354,118313,,,,,,,
1.25166E+18,"Will be online tomorrow morning at 10:30am (Eastern) watching @ jackngraham from @ Prestonwood Baptist in Dallas, Texas. You can join us at http://Prestonwood.org .https://twitter.com/jackngraham/status/1251520539690250243 �?,2020-04-18 18:41:26,11038,40747,@jackngraham","@Prestonwood""",,,,,,,,,,,
1.25167E+18,"Great new book out by @ realKTMcFarland, “Revolution: Trump, Washington, and We the People�? Get your copy today!pic.twitter.com/KBkladnmPQ",2020/4/18 19:34,13098,51350,@realKTMcFarland,,,,,,,,
1.25171E+18,CONGRATULATIONS @ AF_Academy!https://twitter.com/AF_Academy/status/1251627543888723969 �?2020-04-18 22:23:36,14269,77963,@AF,,,,,,,,,
1.25187E+18,Look forward to this!https://twitter.com/realDonaldTrump/status/1251657119595626502 �?2020-04-19 08:44:09,8983,50388,,,,,,,,,,
1.25187E+18,Great credit must be given to @ FEMA and all of those that are helping our States make it big!https://twitter.com/FEMA_Pete/status/1251587849973108740 �?2020-04-19 08:47:19,14326,62979,@FEMA,,,,,,,,,
1.25191E+18,"Just like I was right on Ventilators (our Country is now the “King of Ventilators�? other countries are calling asking for help-we will!), I am right on testing. Governors must be able to step up and get the job done. We will be with you ALL THE WAY!",2020/4/19 11:36,32583,186123,,,,,,,,,
1.25192E+18,"Nervous Nancy is an inherently “dumb�?person. She wasted all of her time on the Impeachment Hoax. She will be overthrown, either by inside or out, just like her last time as “Speaker�? Wallace & @ FoxNews are on a bad path, watch!https://twitter.com/GOP/status/1251827905459556352 �?,2020-04-19 11:58:51,25389,89067,@FoxNews,
1251952315826921480,https://twitter.com/realDonaldTrump/status/1251952315826921480,. @ FoxNews “Dems say President Trump is trying to open the United States Economy too quickly�? but", if I took even a little more time," they would loudly chant that I am moving too slowly. Just political talking points for them. For me it’s about lives & the future of our Country!""",2020/4/19 14:14,37054,173158,@FoxNews,,,,,,
1.25195E+18,Great book by @ SenatorTimScott!https://twitter.com/realDonaldTrump/status/1250448126835675139 �?2020-04-19 14:15:28,8874,35593,@SenatorTimScott,,,,,,,,,
1.25195E+18,"“On February 19th there was a Democratic Debate, in Las Vegas. Three words weren’t said: Virus, CoronaVirus, or COVID19. NEVER came up!�?@ BretBaier",2020/4/19 14:18,31534,108349,@BretBaier,,,,,,,,
1.25196E+18,Thank you to my boy!https://twitter.com/DonaldJTrumpJr/status/1250040286274891776 �?2020-04-19 14:38:09,47586,144486,,,,,,,,,,
1.25197E+18,White House News Conference at 5:45. Thank you!,2020/4/19 15:13,16929,111956,,,,,,,,,
1.25205E+18,"BRILLIANT, A MUST WATCH! @ RepDanCrenshawpic.twitter.com/W6pGsJQ2ua",2020/4/19 20:30,92375,243951,@RepDanCrenshawpic,,,,,,,,
1.2522E+18,pic.twitter.com/cU6gIdMgGi,2020/4/20 6:57,102413,384437,,,,,,,,,
1.25224E+18,"Congratulations to all of my many friends at The Villages in Florida on having done so well, and with such great spirit, during these rather unusual times. So proud of everyone! Mark Morse & Gary Lester have really stepped up to the plate. Hope to see everyone soon.",2020/4/20 8:58,15413,84888,,,,,,,,,
1.25224E+18,"Received a very nice call from @ GovTimWalz of Minnesota. We are working closely on getting him all he needs, and fast. Good things happening!",2020/4/20 9:32,18214,107593,@GovTimWalz,,,,,,,,
1.25226E+18,"Last month all you heard from the Radical Left, Do Nothing Democrats was, “Ventilators, Ventilators, Ventilators.�?They screamed it loud & clear, & thought they had us cold, even though it was the State’s task. But everyone got their V’s, with many to spare. Now they scream....",2020/4/20 10:37,29796,137463,,,,,,,,,
1.25226E+18,"... “Testing, Testing, Testing,�?again playing a very dangerous political game. States, not the Federal Government, should be doing the Testing - But we will work with the Governors and get it done. This is easy compared to the fast production of thousands of complex Ventilators!",2020/4/20 10:37,21295,95585,,,,,,,,,
1.25233E+18,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,2020/4/20 15:19,18315,130966,,,,,,,,,
1.25242E+18,"Tom Tiffany ( @ TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....",2020/4/20 20:57,14146,59217,@TomTiffanyWI,,,,,,,,
1.25242E+18,"....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter, and will help me DRAIN THE SWAMP! Tom has my Complete and Total Endorsement. Vote for Tom Tiffany!https://secure.winred.com/tiffany-for-wisconsin/donate �?,2020-04-20 20:57:10,9091,36920,,
1252417320347033614,https://twitter.com/realDonaldTrump/status/1252417320347033614,. @ MikeGarcia2020 will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate", he served our Country as a highly decorated Navy Fighter Pilot and will be a great Congressman ( # CA25). Loves our Military," and Vets...""",2020/4/20 21:02,17156,70563,@MikeGarcia2020,#CA25,,,,,
